"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"31","RT @InfectDisNews: 👇Our latest cover story explores whether US hospitals are prepared for a severe #flu season. ""If the flu season were muc…",FALSE,0,NA,2019-02-23 12:59:42,FALSE,NA,"1099292716679249920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InfectDisNews",2,TRUE,FALSE,NA,NA
"32","RT @HHSGov: As this year's flu season intensifies, remember: It's never too late to fight the #flu! Getting vaccinated is still the best wa…",FALSE,0,NA,2019-02-23 12:39:34,FALSE,NA,"1099287651151200256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FelixSarconaIT",32,TRUE,FALSE,NA,NA
"33","RT @WeatherBug: The #flu shows no sign of mercy across the U.S. late this month. Latest report on how widespread it is across the U.S. as o…",FALSE,0,NA,2019-02-23 11:05:07,FALSE,NA,"1099263880956727297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnwtrower",4,TRUE,FALSE,NA,NA
"34","RT @MontefioreNYC: So far this year, 16 children have died from the #flu, according to @CDCgov. Help us service the our community by taking…",FALSE,0,NA,2019-02-23 11:03:32,FALSE,NA,"1099263481990254592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","epimicflat",3,TRUE,FALSE,NA,NA
"35","RT @WeatherBug: The #flu shows no sign of mercy across the U.S. late this month. Latest report on how widespread it is across the U.S. as o…",FALSE,0,NA,2019-02-23 10:01:15,FALSE,NA,"1099247809633628162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AOnek_WREG3",4,TRUE,FALSE,NA,NA
"36","I'm still sick day 5 #flu #sick https://t.co/oFn1FeTsI8",FALSE,0,NA,2019-02-23 06:27:57,FALSE,NA,"1099194129429467137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sora_mya",0,FALSE,FALSE,NA,NA
"37","RT @WeatherBug: The #flu shows no sign of mercy across the U.S. late this month. Latest report on how widespread it is across the U.S. as o…",FALSE,0,NA,2019-02-23 05:09:03,FALSE,NA,"1099174273468583941",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ebbybennett",4,TRUE,FALSE,NA,NA
"38","RT @PAHealthDept: Sick with the #flu? Please STAY HOME! Even if your illness is mild, you can avoid spreading it to others by staying home…",FALSE,0,NA,2019-02-23 04:54:20,FALSE,NA,"1099170573501059072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AliciaMPH",4,TRUE,FALSE,NA,NA
"39","RT @BoironUSA: Discover “The #Flu You Never Knew” through our #podcast series: https://t.co/6G9PG1uVNn  via @OscilloUSA",FALSE,0,NA,2019-02-23 04:04:16,FALSE,NA,"1099157969764143105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MccameyShane",1,TRUE,FALSE,NA,NA
"40","RT @WeatherBug: The #flu shows no sign of mercy across the U.S. late this month. Latest report on how widespread it is across the U.S. as o…",FALSE,0,NA,2019-02-23 03:53:11,FALSE,NA,"1099155182334693376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","X6d5ZcfGUfQFSMC",4,TRUE,FALSE,NA,NA
"41","The #flu shows no sign of mercy across the U.S. late this month. Latest report on how widespread it is across the U… https://t.co/VAcO4WNOKe",FALSE,6,NA,2019-02-23 02:40:04,TRUE,NA,"1099136782099271680",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","WeatherBug",4,FALSE,FALSE,NA,NA
"42","RT @MassDPH: Stay healthy this #flu season. Learn more at: https://t.co/ErzOvoWHff https://t.co/mIQY6a62JY",FALSE,0,NA,2019-02-23 02:28:33,FALSE,NA,"1099133885923897345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cooleydickinson",2,TRUE,FALSE,NA,NA
"43","Discover “The #Flu You Never Knew” through our #podcast series: https://t.co/6G9PG1uVNn  via @OscilloUSA",FALSE,1,NA,2019-02-23 02:16:00,FALSE,NA,"1099130724718968833",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","BoironUSA",1,FALSE,FALSE,NA,NA
"44","Every flu death is a tragedy.  After losing our owned loved ones from #flu, we will never forget the pain we endure… https://t.co/M7PmTD1Qcw",FALSE,1,NA,2019-02-23 01:06:06,TRUE,NA,"1099113132797120513",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",0,FALSE,FALSE,NA,NA
"45","Board Member Joe Lastinger shared the painful story of how his daughter Emily lost her life to #flu during a panel… https://t.co/H8Y2tmjuUm",FALSE,4,NA,2019-02-23 00:46:01,TRUE,NA,"1099108079722029057",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",1,FALSE,FALSE,NA,NA
