"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"35","There’s good news about the #flu vaccine this year, especially for kids. https://t.co/4wCOtBAYIq via @voxdotcom https://t.co/54ASvltBo9",FALSE,0,NA,2019-02-20 21:30:47,FALSE,NA,"1098334173281030148",NA,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","UCSFChildrens",0,FALSE,FALSE,NA,NA
"36","Thx 4 share @AlignmentHealth! Seniors and caregivers are more likely to get sick, so taking simple steps to avoid t… https://t.co/Dk6EU2Odv2",FALSE,0,NA,2019-02-20 20:02:00,TRUE,NA,"1098311829716168706",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DailyCaring",0,FALSE,FALSE,NA,NA
"37","RT @DailyCaring: Thx 4 share @OscilloUSA! Seniors and caregivers are more likely to get sick, so taking simple steps to avoid the flu is wo…",FALSE,0,NA,2019-02-20 19:56:49,FALSE,NA,"1098310524952109056",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MccameyShane",3,TRUE,FALSE,NA,NA
"38","RT @DailyCaring: Thx 4 share @OscilloUSA! Seniors and caregivers are more likely to get sick, so taking simple steps to avoid the flu is wo…",FALSE,0,NA,2019-02-20 18:45:47,FALSE,NA,"1098292650036334594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jboudazin",3,TRUE,FALSE,NA,NA
"39","Overall, this season’s #flu is significantly less harsh than last year’s, largely because of the effectiveness of t… https://t.co/eIQdK82iqH",FALSE,9,NA,2019-02-20 18:15:08,TRUE,NA,"1098284937529212928",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CMAdocs",6,FALSE,FALSE,NA,NA
"40","RT @DailyCaring: Thx 4 share @OscilloUSA! Seniors and caregivers are more likely to get sick, so taking simple steps to avoid the flu is wo…",FALSE,0,NA,2019-02-20 15:57:25,FALSE,NA,"1098250279445762050",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OscilloUSA",3,TRUE,FALSE,NA,NA
"41","RT @BijouOrganics88: Customer Favorites!!! 
#CBD #Elderberry and #Firecider
We have them all

#hempoil #vegan #Pesticidefree #nongmo #fairt…",FALSE,0,NA,2019-02-20 15:04:48,FALSE,NA,"1098237038476910593",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Humblechica316",2,TRUE,FALSE,NA,NA
"42","Thx 4 share @OscilloUSA! Seniors and caregivers are more likely to get sick, so taking simple steps to avoid the fl… https://t.co/TrTJIuz5I0",FALSE,4,NA,2019-02-20 15:02:00,TRUE,NA,"1098236331908571137",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DailyCaring",3,FALSE,FALSE,NA,NA
"43","#NEWS: #Flu #vaccine working well to help keep people this year #health https://t.co/GZkEYsV60V",FALSE,1,NA,2019-02-20 13:00:38,FALSE,NA,"1098205787426562049",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","mOppenheimTV",0,FALSE,FALSE,NA,NA
"44","Customer Favorites!!! 
#CBD #Elderberry and #Firecider
We have them all

#hempoil #vegan #Pesticidefree #nongmo… https://t.co/4C3O9f8zKL",FALSE,5,NA,2019-02-20 06:21:42,TRUE,NA,"1098105393748819969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BijouOrganics88",2,FALSE,FALSE,NA,NA
"45","RT @TOMIMist: TSN provider, @EnviroMistInc, assisting their community by stopping the spread of the flu with SteraMist! Check it out: https…",FALSE,0,NA,2019-02-20 01:53:33,FALSE,NA,"1098037912107651072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","m_p_kinney",1,TRUE,FALSE,NA,NA
